file.id,mean.entropy,mean.productivity,mean.Simpsons.D,mean.Yules.K,mean.Sichels.S,mean.Honores.H,p.range,p.entropy,p.std,i.abs.range,i.abs.mean,i.abs.std,i.mode,i.entropy,d.range,d.median,d.mode,d.entropy,d.eq.trans,d.half.trans,d.dotted.trans,len,glob.duration,note.dens,tonalness,tonal.clarity,tonal.spike,int.cont.grad.mean,int.cont.grad.std,int.cont.dir.change,step.cont.glob.var,step.cont.glob.dir,step.cont.loc.var,mode,h.contour,int.cont.glob.dir,int.contour.class
mandan09,0.912746653726123,0.728148065724565,0.0145194191552821,138.458836369691,0.12625,267.884851259816,22,0.606561752093884,5.13902466116724,7,2.14893617021277,2.07446927109243,7,0.597680616480015,1.4167,4,3,0.453003693507676,0.404255319148936,0.106382978723404,0.170212765957447,48,12.75,3.76470588235294,0.869818977306767,1.23641116653002,0.206999879575483,2.28939069199354,4.49760348231664,0.333333333333333,6.38014399716396,-0.888160532045566,1.3,minor,descending,-1,ccbb
mandan10,0.870848186711843,0.630792738670498,0.0155398933153504,141.093369382397,0.118863214496648,283.286989507889,20,0.65257766212105,5.34726288291337,5,1.60344827586207,1.59977690519662,5,0.526238953573146,1.375,4,2,0.54674914860203,0.379310344827586,0.206896551724138,0.0172413793103448,59,17.5,3.37142857142857,0.878153996086177,1.43569594027873,0.228418460628934,1.51920628275922,2.05720117915699,0.181818181818182,5.51339258579436,-0.959632484401958,0.880597014925373,minor,descending,-1,ccdc
mandan11,0.921508845568226,0.787037037037037,0.0169887278582931,158.007544581619,0.0467532467532468,216.102935627715,12,0.392075765795464,2.87857723477271,5,1.6551724137931,1.71705441441702,5,0.50287529831956,0.875,2,2,0.362943756139475,0.517241379310345,0.206896551724138,0.0344827586206897,30,8,3.75,0.850292185701652,1.21073820993045,0.257986907993733,1.55390946502058,2.92993443186606,0,2.88460948258298,-0.783165869330716,0.705882352941177,minor,descending,-1,accc
mandan12,0.862733507838194,0.573761904761905,0.0213510510224506,201.331342907533,0.181194125159642,283.020158235526,10,0.459871388268262,2.5995289997244,5,1.69387755102041,1.7224507931125,6,0.601189134206499,0.875,2,1,0.485172659800441,0.0816326530612245,0.285714285714286,0.224489795918367,50,15.5,3.2258064516129,0.912115892990231,1.43075455488072,0.228771468223704,2.04652981427175,3.76813856155479,0.166666666666667,2.81496902876593,-0.425886209820204,1.06410256410256,minor,horiz-desc,-1,dcda
mandan13,0.891329210752755,0.63209965625618,0.012220618268182,113.747711947459,0.140820802005013,307.891346758389,14,0.514646750074048,3.63193658285198,9,1.97058823529412,1.77856715964061,4,0.587377822698877,0.875,3,1,0.49647868472855,0.308823529411765,0.147058823529412,0.0588235294117647,69,26,2.65384615384615,0.835443940493768,1.09130684840097,0.194538690830487,2.0814652014652,2.86596284884636,0.533333333333333,3.36666965338935,-0.507479778345859,1.80392156862745,major,descending,-1,cccb
mandan14,0.940697159749083,0.795238095238095,0.0130894870025305,126.133786848073,0.0797202797202797,212.534909539905,19,0.625112234075003,5.20189530796314,8,1.84848484848485,1.85609152726253,6,0.610813861512951,0.9375,4,3,0.618571991934377,0.242424242424242,0.181818181818182,0.121212121212121,34,9,3.77777777777778,0.896078240382763,1.2546605450247,0.215455891537944,4.37092919833877,14.3378259602287,0.2,5.27885967297906,-0.925939513818948,0.887096774193548,minor,descending,-1,bcca
mandan15,0.899234490503582,0.758294670846395,0.0173351992834751,156.809073984904,0.0503623188405797,232.650328947523,12,0.450190708308064,3.10356764581218,5,1.16666666666667,1.61245154965971,5,0.442189664923249,1.375,3,1,0.579269488470136,0.194444444444444,0.166666666666667,0.25,37,15,2.46666666666667,0.783120808134162,1.0921517399563,0.233231607419132,1.32998389694042,1.75011663486669,0.5,4.37468222977725,-0.824344356986952,0.607142857142857,minor,descending,-1,ccbb
mandan16,0.881927003802018,0.669277389277389,0.0143166995666996,137.225718182362,0.0787059009650372,319.911409071393,17,0.602169758578765,6.23631274381389,12,1.98809523809524,2.28928382350362,6,0.566693003900319,1.65,2,2,0.52847955251114,0.357142857142857,0.202380952380952,0.130952380952381,85,34.25,2.48175182481752,0.8412391465221,1.2694474084438,0.202114296044542,1.85270811777681,3.06082181843833,0.4,6.34448925767832,-0.451819534136971,1.54347826086957,major,descending,-1,cbcb
mandan17,0.92894366178124,0.768834688346884,0.0142702284165699,139.167970270489,0.094758064516129,258.58015047212,19,0.629798630123365,5.86008359241956,7,1.95555555555556,1.77040770285927,5,0.575897227270401,0.375,4,1,0.471888758516656,0.311111111111111,0.355555555555556,0.0444444444444444,46,10,4.6,0.818561079468747,1.06361136664017,0.186884074985859,4.01224489795918,5.57417829253794,0.5,5.87485176832563,-0.890091627537521,1.25714285714286,major,descending,-1,eadc
mandan18,0.710833013714353,0.256359857836868,0.0205163067161379,173.141830842344,0.217689393939394,359.910481168656,10,0.514450659773243,3.10636494341832,7,0.962962962962963,1.52843420241472,6,0.402854634336483,0.875,4,1,0.417755613547419,0.493827160493827,0.345679012345679,0,82,18.25,4.49315068493151,0.763358579362716,1.02460170971369,0.158511941078123,2.11944469849244,3.35010202093984,0.888888888888889,3.1668536039157,-0.528569337715855,0.6,minor,descending,-1,bccc
mandan19,0.808282293872294,0.442761904761905,0.0258080810332332,236.527009322247,0.217754940711462,291.903849218318,17,0.572243818962823,5.59084528675299,5,1.22448979591837,1.6616420859405,5,0.421862301078535,0.875,2,2,0.280275839089061,0.653061224489796,0.326530612244898,0,50,11,4.54545454545455,0.699093242192315,1.06512122144918,0.177180597881401,1.64415584415584,2.00881616310478,0,6.27367831084943,-0.936135813525237,1.01694915254237,minor,descending,-1,ccbc
mandan20,0.811524672371525,0.426625836037601,0.0227725256053429,209.156576382236,0.233772507685551,304.60279702812,17,0.560988773896728,6.44618167176224,15,1.76785714285714,2.33542732261588,4,0.456725550014823,1.25,1,1,0.243537578876975,0.535714285714286,0.410714285714286,0,57,20,2.85,0.823339024569623,1.37268057810858,0.253954630636319,2.84374252213448,3.57489425880137,0.363636363636364,6.5659052011974,-0.377512130024582,1.59677419354839,minor,descending,-1,bdcc
mandan21,0.854296855503704,0.520680272108844,0.0164288588063952,146.694432875191,0.260867446393762,283.058783895758,8,0.357191886695943,2.957216574776,8,2.27272727272727,2.77858574108101,5,0.525652045657579,0.6875,12,5,0.506930420907086,0.345454545454545,0.381818181818182,0.0545454545454545,56,14,4,0.926296402384494,1.64780140682841,0.261394181032176,2.50024276377218,3.21055635868959,0.666666666666667,2.89379316752717,-0.322185896843218,1.89393939393939,minor,desc-horiz,-1,cdcd
mandan22,0.936138232036927,0.811904761904762,0.0178467908902692,170.918367346939,0.0710526315789474,198.22336069505,12,0.524710786805994,4.43021225527408,5,2.23076923076923,2.28574175807666,4,0.472587435848438,0.9375,6,4,0.530131360749066,0.269230769230769,0.307692307692308,0.0384615384615385,27,6.5,4.15384615384615,0.817025226442464,1.00875968461188,0.201288681733189,1.81236673773987,1.97279094578841,0,4.7549412079502,-0.888878787795252,0.950819672131147,major,descending,-1,bcbc
mandan23,0.77755425328356,0.17951936951937,0.0359832103373572,350.561772436564,0.420689198292173,342.159660738091,17,0.415469849868058,2.93206666455133,12,2.92537313432836,2.65326233060828,6,0.643980264759207,0.375,2,1,0.387786138704536,0.313432835820896,0.283582089552239,0.164179104477612,68,16.25,4.18461538461539,0.734474158808001,1.05155350361626,0.227492161154331,6.44565571861169,9.73903399138334,0.789473684210526,2.79421026296474,-0.114036310198748,3.02325581395349,minor,descending,-1,bceb
mandan24,0.765497836331972,0.121977468103229,0.0244758781375602,225.933785805614,0.599553113553114,365.786021681014,15,0.56383969498184,3.8123564181119,12,2.12328767123288,2.49969556746112,7,0.623043624782842,1.375,1,1,0.346455099676449,0.561643835616438,0.356164383561644,0,74,15.625,4.736,0.820499651225979,1.06482213500705,0.204882281209872,5.43947707921218,8.14268089670378,0.5,4.42430424870469,-0.255565400701575,2.36170212765957,major,descending,-1,dbcc
mandan25,0.831312058258575,0.451138192168877,0.0308851730488237,293.421702416478,0.22403538490495,279.401592870241,10,0.518617823963305,2.91663561060071,5,1.71111111111111,1.29021179061674,3,0.517537165877053,0.375,6,5,0.495413338183954,0.266666666666667,0.0666666666666667,0.177777777777778,46,14,3.28571428571429,0.777440736767689,1.16754176470222,0.178582867436864,1.89283290688069,2.63612537108786,0.181818181818182,2.90903198270194,-0.349377296830517,1.14925373134328,minor,descending,-1,ccdc
